 product_name,product_category_tree,brand,discounted_price,description
"Chipmunk Casual, Party, Festive Pink, Green Artificial Leather  Clutch","[""Bags, Wallets & Belts >> Wallets & Clutches >> Clutches >> Chipmunk Clutches >> Chipmunk Casual, Party, Festive Pink, Green Arti...""]",Chipmunk,530,"Specifications of Chipmunk Casual, Party, Festive Pink, Green Artificial Leather  Clutch General Model Name CMA Material Artificial Leather Style Code CMA414 Occasion Casual, Party, Festive Color Code Pink, Green Dimensions Weight 150 g Width 83 mm Body Features Card Slots 5 Number of Compartments 4 In the Box Clutch"
eKolhapuri Terracotta Vase,"[""Home Decor & Festive Needs >> Flowers, Plants & Vases >> Flower Vase >> eKolhapuri Flower Vase >> eKolhapuri Terracotta Vase (6 inch, Black)""]",eKolhapuri,500,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (6 inch, Black) General Brand eKolhapuri Suitable For Table Model Number SPTC1068 Type Home Décor, Ethnic, Decorative Material Terracotta Color Black Dimensions Top Diameter 0.5 inch Weight 40 g Other Dimensions 2.5 X 0.8 X 0.5 Inch Height 6 inch Width 1.2 inch Bottom Diameter 0.9 inch Depth 2 inch Body & Design Features Other Body and Design Features Handmade, Painting Finish Glossy Pattern Hand Painting Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work"
eKolhapuri Terracotta Vase,"[""Home Decor & Festive Needs >> Flowers, Plants & Vases >> Flower Vase >> eKolhapuri Flower Vase >> eKolhapuri Terracotta Vase (11 inch, Multicolor)""]",eKolhapuri,725,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (11 inch, Multicolor) General Brand eKolhapuri Suitable For Table Model Number SPTC1020 Type Home Décor, Ethnic, Decorative Material Terracotta Color Multicolor Dimensions Top Diameter 5 inch Weight 670 g Height 11 inch Other Dimensions 4.7 X 5 X 5 Inch Width 12.5 inch Depth 12.5 inch Bottom Diameter 5 inch Body & Design Features Other Body and Design Features Handmade, Painting Pattern Hand Painting Finish Glossy Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work"
eKolhapuri Terracotta Vase,"[""Home Decor & Festive Needs >> Flowers, Plants & Vases >> Flower Vase >> eKolhapuri Flower Vase >> eKolhapuri Terracotta Vase (7.6 inch, Multicolor)""]",eKolhapuri,400,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (7.6 inch, Multicolor) General Brand eKolhapuri Suitable For Table Model Number SPTC1080 Type Home Décor, Ethnic, Decorative Material Terracotta Color Multicolor Dimensions Height 7.6 inch Width 1.2 inch Depth 2 inch Bottom Diameter 0.9 inch Body & Design Features Other Body and Design Features Handmade, Painting Pattern Hand Painting Finish Glossy Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work"
eKolhapuri Terracotta Vase,"[""Home Decor & Festive Needs >> Flowers, Plants & Vases >> Flower Vase >> eKolhapuri Flower Vase >> eKolhapuri Terracotta Vase (6 inch, Multicolor)""]",eKolhapuri,660,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,eKolhapuri Terracotta Vase (6 inch, Multicolor) Price: Rs. 660 ekolhapuri makes a statement of Indian Handicrafts. Terracotta Vases & Miniatures endeavoring to bring to the fore the captivating rustic artistry and handicrafts that still remain undiscovered, the brand offers exclusively handpicked handicraft accents from rural artisans. It showcases diversity and heritage through their authentic products to the urban crowd at convenient prices, all while preserving the traditional art and craft. Every effort has been made to accurately reproduce the look of this product but there may be some variation in the color and design of the actual product received due to varied screen resolution or lighting at time of digital photography. The color of the product might differ slightly from what's shown in the image. Since its a handmade and handmade the size and painting can differ to some extent.,Specifications of eKolhapuri Terracotta Vase (6 inch, Multicolor) General Brand eKolhapuri Suitable For Table Model Number SPTC1031 Type Home Décor, Ethnic, Decorative Material Terracotta Color Multicolor Dimensions Top Diameter 6.3 inch Weight 600 g Other Dimensions 2.5 X 5.3 X 6.3 Inch Height 6 inch Width 16 inch Bottom Diameter 5.3 inch Depth 13 inch Body & Design Features Other Body and Design Features Handmade, Painting Finish Glossy Pattern Hand Painting Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work"
Innovative Single Corner Stainless Steel Wall Shelf,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Wall Shelves >> Innovative Wall Shelves >> Innovative Single Corner Stainless Steel Wall Sh...""]",Innovative,599,"Key Features of Innovative Single Corner Stainless Steel Wall Shelf Suitable For: Living Room & Bedroom Wall Mountable Rust Proof,Innovative Single Corner Stainless Steel Wall Shelf (Number of Shelves - 1, Silver) Price: Rs. 599 Shelf Corner Single,Specifications of Innovative Single Corner Stainless Steel Wall Shelf (Number of Shelves - 1, Silver) General Brand Innovative Suitable For Living Room & Bedroom Model Number 1001 Model Name Single Corner Material Stainless Steel Color Silver Dimensions Height 7 inch Width 9 inch Body & Design Features Number of Shelves 1 In the Box Sales Package 1 Shelf Pack of 1 Additional Features Rust Proof Yes"
eKolhapuri Terracotta Vase,"[""Home Decor & Festive Needs >> Flowers, Plants & Vases >> Flower Vase >> eKolhapuri Flower Vase >> eKolhapuri Terracotta Vase (7.6 inch, Black)""]",eKolhapuri,500,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (7.6 inch, Black) General Brand eKolhapuri Suitable For Table Model Number SPTC1063 Type Home Décor, Ethnic, Decorative Material Terracotta Color Black Dimensions Top Diameter 0.5 inch Weight 40 g Other Dimensions 3.0 X 0.9 X 0.5 Inch Height 7.6 inch Width 1.2 inch Bottom Diameter 0.9 inch Depth 2 inch Body & Design Features Other Body and Design Features Handmade, Painting Finish Glossy Pattern Hand Painting Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work"
eKolhapuri Terracotta Vase,"[""Home Decor & Festive Needs >> Flowers, Plants & Vases >> Flower Vase >> eKolhapuri Flower Vase >> eKolhapuri Terracotta Vase (7.6 inch, Multicolor)""]",eKolhapuri,400,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (7.6 inch, Multicolor) General Brand eKolhapuri Suitable For Table Model Number SPTC1078 Type Home Décor, Ethnic, Decorative Material Terracotta Color Multicolor Dimensions Top Diameter 0.5 inch Weight 40 g Height 7.6 inch Other Dimensions 3.0 X 0.9 X 0.5 Inch Width 1.2 inch Depth 2 inch Bottom Diameter 0.9 inch Body & Design Features Other Body and Design Features Handmade, Painting Pattern Hand Painting Finish Glossy Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work"
eKolhapuri Terracotta Vase,"[""Home Decor & Festive Needs >> Flowers, Plants & Vases >> Flower Vase >> eKolhapuri Flower Vase >> eKolhapuri Terracotta Vase (11 inch, Green)""]",eKolhapuri,595,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (11 inch, Green) General Brand eKolhapuri Suitable For Table Model Number SPTC1034 Type Home Décor, Ethnic, Decorative Material Terracotta Color Green Dimensions Top Diameter 4.5 inch Weight 430 g Other Dimensions 4.7 X 5.7 X 4.5 Inch Height 11 inch Width 11.5 inch Bottom Diameter 5.7 inch Depth 15 inch Body & Design Features Other Body and Design Features Handmade, Painting Finish Glossy Pattern Hand Painting Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work"
eKolhapuri Terracotta Vase,"[""Home Decor & Festive Needs >> Flowers, Plants & Vases >> Flower Vase >> eKolhapuri Flower Vase >> eKolhapuri Terracotta Vase (6 inch, Multicolor)""]",eKolhapuri,440,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (6 inch, Multicolor) General Brand eKolhapuri Suitable For Table Model Number SPTC1083 Type Home Décor, Ethnic, Decorative Material Terracotta Color Multicolor Dimensions Top Diameter 0.5 inch Weight 40 g Height 6 inch Other Dimensions 2.5 X 0.9 X 0.5 Inch Width 1.2 inch Depth 2 inch Bottom Diameter 0.9 inch Body & Design Features Other Body and Design Features Handmade, Painting Pattern Hand Painting Finish Glossy Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work"
eKolhapuri Terracotta Vase,"[""Home Decor & Festive Needs >> Flowers, Plants & Vases >> Flower Vase >> eKolhapuri Flower Vase >> eKolhapuri Terracotta Vase (6 inch, Multicolor)""]",eKolhapuri,500,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (6 inch, Multicolor) General Brand eKolhapuri Suitable For Table Model Number SPTC1076 Type Home Décor, Ethnic, Decorative Material Terracotta Color Multicolor Dimensions Height 6 inch Width 1.2 inch Depth 2 inch Bottom Diameter 0.9 inch Body & Design Features Other Body and Design Features Handmade, Painting Pattern Hand Painting Finish Glossy Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work"
eKolhapuri Terracotta Vase,"[""Home Decor & Festive Needs >> Flowers, Plants & Vases >> Flower Vase >> eKolhapuri Flower Vase >> eKolhapuri Terracotta Vase (5 inch, Multicolor)""]",eKolhapuri,520,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (5 inch, Multicolor) General Brand eKolhapuri Suitable For Table Model Number SPTC1072 Type Home Décor, Ethnic, Decorative Material Terracotta Color Multicolor Dimensions Height 5 inch Width 1.2 inch Depth 2 inch Bottom Diameter 0.9 inch Body & Design Features Other Body and Design Features Handmade, Painting Pattern Hand Painting Finish Glossy Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work"
eKolhapuri Terracotta Vase,"[""Home Decor & Festive Needs >> Flowers, Plants & Vases >> Flower Vase >> eKolhapuri Flower Vase >> eKolhapuri Terracotta Vase (11 inch, Black)""]",eKolhapuri,515,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (11 inch, Black) General Brand eKolhapuri Suitable For Table Model Number SPTC1014 Type Home Décor, Ethnic, Decorative Material Terracotta Color Black Dimensions Height 11 inch Width 3 inch Depth 3.8 inch Bottom Diameter 1.5 inch Body & Design Features Other Body and Design Features Handmade, Painting Pattern Hand Painting Finish Glossy Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work"
eKolhapuri Terracotta Vase,"[""Home Decor & Festive Needs >> Flowers, Plants & Vases >> Flower Vase >> eKolhapuri Flower Vase >> eKolhapuri Terracotta Vase (5 inch, Multicolor)""]",eKolhapuri,520,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (5 inch, Multicolor) General Brand eKolhapuri Suitable For Table Model Number SPTC1070 Type Home Décor, Ethnic, Decorative Material Terracotta Color Multicolor Dimensions Top Diameter 0.5 inch Weight 40 g Other Dimensions 2 X 0.9 X 0.5 Inch Height 5 inch Width 1.2 inch Bottom Diameter 0.9 inch Depth 2 inch Body & Design Features Other Body and Design Features Handmade, Painting Finish Glossy Pattern Hand Painting Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work"
eKolhapuri Terracotta Vase,"[""Home Decor & Festive Needs >> Flowers, Plants & Vases >> Flower Vase >> eKolhapuri Flower Vase >> eKolhapuri Terracotta Vase (22 inch, Black)""]",eKolhapuri,725,"Key Features of eKolhapuri Terracotta Vase Handicrafts Products Teracotta Material Rural Artisan Work Multicolor Indian Ethnic Home Décor,Specifications of eKolhapuri Terracotta Vase (22 inch, Black) General Brand eKolhapuri Suitable For Table Model Number SPTC1042 Type Home Décor, Ethnic, Decorative Material Terracotta Color Black Dimensions Top Diameter 1.1 inch Weight 710 g Other Dimensions 9 X 3.7 X 1.1 Inch Height 22 inch Width 2.7 inch Bottom Diameter 3.5 inch Depth 9 inch Body & Design Features Other Body and Design Features Handmade, Painting Finish Glossy Pattern Hand Painting Design Hand Paint, Warali, Rajasthani, Village Lady Additional Features Other Features Hadmade Teracotta Vase, Hand Painted, Ethnic Table Décor, Good Color Used, Good Painting Work, Kolhapuri Art work"
